DISPUTE_ID,Customer_ID,Transaction_Date,Chargeback_Date,DISPUTE_TYPE,PRODUCT_TYPE,Amount,Merchant_ID,Customer_Documentation,ASSIGNED_STAFF,STATUS,CUSTOMER_STATEMENT,Outcome,Decision_Date,Resolution Time,Fraud_Indicator
DS000784,C000064,2022-05-10 02:58:44.324324320,2022-05-30 02:58:44.324324320,Fraudulent Transaction,Art and Craft,38001.09,MC000055,Identity Verification Documents,Staff_358,Resolved,"I recently purchased a product from a merchant that was advertised as being of high quality. However, when I received the product, I noticed that it was not up to my expectations. The product had a lot of flaws and it was not durable at all. I was very disappointed with the quality of the product and",resolved in favor of member,2022-07-07 02:58:44.324324320,38,False
DS000785,C000031,2022-05-11 05:18:33.513513520,2022-07-04 05:18:33.513513520,Unauthorized Recurring Charge,Groceries,79064.35,MC000084,No Documentation Provided,Staff_147,Pending,"I recently received a chargeback on my credit card for an unauthorized recurring charge. This charge was made by a merchant named MC000084, who sells Groceries. The charge was for an amount of $79064.35, which is an extremely high amount",resolved in favor of merchant,2022-12-06 05:18:33.513513520,0,True
DS000786,C000002,2022-05-12 07:38:22.702702704,2022-06-12 07:38:22.702702704,Product Not Received,Health and Hygiene,43287.67,MC000081,Identity Verification Documents,Staff_122,Rejected,I'm sorry to hear that you were not satisfied with the product you received from our store. Please let us know if you have any further questions or concerns. Thank you for your understanding.,resolved in favor of merchant,2022-11-17 07:38:22.702702704,0,False
DS000787,C000077,2022-05-13 09:58:11.891891888,2022-05-27 09:58:11.891891888,Failure to Receive Credit,Electronics,38927.2,MC000068,Correspondence,Staff_215,Resolved,"I recently purchased a TV from a popular electronics store, but unfortunately, it arrived damaged. It was contained in poor packaging, causing the screen to crack upon arrival. I have contacted the store's customer support for assistance, and they have promised to replace the product. However, I am concerned that the replacement will",resolved in favor of merchant,2022-06-17 09:58:11.891891888,21,False
DS000788,C000055,2022-05-14 12:18:01.081081072,2022-06-26 12:18:01.081081072,Merchant Error,Furniture,71292.58,MC000099,Service Agreement,Staff_395,Pending,"The product I received was not as described. The merchant did not provide the service agreement as promised, and now I am facing a chargeback. I would like to avoid this dispute and request the merchant to provide the service agreement.",resolved in favor of merchant,2022-06-28 12:18:01.081081072,0,False
DS000789,C000011,2022-05-15 14:37:50.270270272,2022-06-17 14:37:50.270270272,Service Not Rendered,Pet Supplies,32416.39,MC000083,No Documentation Provided,Staff_386,Pending,"I ordered a product from a popular online retailer, but when it arrived, it was not as described. The product was damaged and not in the condition that I had expected. I contacted the retailer, and they assured me that they would take care of the issue. However, they never followed up with me,",resolved in favor of member,2022-09-18 14:37:50.270270272,0,False
DS000790,C000031,2022-05-16 16:57:39.459459456,2022-07-15 16:57:39.459459456,Lack of Disclosure,Furniture,47681.65,MC000013,Receipt,Staff_303,Resolved,"As a customer, I am disappointed with the product that I received. The product was not as described and did not match the specifications outlined on the website. I have provided supporting documentation in the form of a receipt to prove the discrepancy. I would like a refund for the difference in price between the product",resolved in favor of member,2022-10-31 16:57:39.459459456,108,False
DS000791,C000078,2022-05-17 19:17:28.648648640,2022-05-29 19:17:28.648648640,Unauthorized Recurring Charge,Health and Hygiene,49637.34,MC000083,Identity Verification Documents,Staff_087,Rejected,I'm disappointed with this purchase. I made a purchase on 2022-05-17 19:17:28.648648640 with my credit card 5428 8089 3822 3,resolved in favor of merchant,2022-09-18 19:17:28.648648640,0,True
DS000792,C000056,2022-05-18 21:37:17.837837840,2022-07-04 21:37:17.837837840,Incorrect Amount Charged,Furniture,66885.55,MC000004,Correspondence,Staff_388,Pending,I recently purchased a product from Merchant_ID: MC000004 and made a payment of Amount: 66885.55 on 2022-05-18 21:37:17.8378378,resolved in favor of merchant,2022-12-04 21:37:17.837837840,0,True
DS000793,C000033,2022-05-19 23:57:07.027027024,2022-07-23 23:57:07.027027024,Lack of Disclosure,Footwear,49640.23,MC000072,Service Agreement,Staff_374,Pending,"I purchased a pair of running shoes from a popular online retailer, but they didn't fit well. I returned them under the store's return policy, but they refused to refund the money. I filed a chargeback dispute with my bank, citing lack of disclosure and unfair business practices. The bank",resolved in favor of member,2023-01-09 23:57:07.027027024,0,True
DS000794,C000090,2022-05-21 02:16:56.216216208,2022-07-21 02:16:56.216216208,Fraudulent Transaction,Groceries,13080.03,MC000027,No Documentation Provided,Staff_255,New,"I recently made a purchase from a merchant for groceries, and I was charged $13080.03. I did not authorize this transaction and have been charged twice in the past for the same merchant. I have requested a chargeback as I believe this is a fraudulent transaction.",resolved in favor of member,2022-07-24 02:16:56.216216208,0,False
DS000795,C000013,2022-05-22 04:36:45.405405408,2022-06-13 04:36:45.405405408,Product Not Received,Health and Hygiene,49697.78,MC000043,Photos/Videos,Staff_354,New,"I recently received a chargeback from a health and hygiene product that I purchased from a merchant. The product was not received as promised, and I have attached photos and videos as proof of purchase. I have been trying to contact the merchant to resolve this issue, but they have not been responsive. I am",resolved in favor of member,2022-10-12 04:36:45.405405408,0,True
DS000796,C000026,2022-05-23 06:56:34.594594592,2022-07-02 06:56:34.594594592,Failure to Receive Credit,Automotive Appliances,72638.13,MC000033,Service Agreement,Staff_102,Pending,"I received this product on time and in perfect condition. However, there was no credit in my account after the purchase, which is why I am disputing the transaction.",resolved in favor of merchant,2022-07-30 06:56:34.594594592,0,False
DS000797,C000070,2022-05-24 09:16:23.783783776,2022-07-28 09:16:23.783783776,Return Policy Violation,Baby care,67749.04,MC000094,Service Agreement,Staff_300,Rejected,I am writing to inform you that I am dissatisfied with the product I received from your company. I ordered a product from your store and it did not meet my expectations. The product was not as described and it was not what I expected. I believe that this was a result of your company's neglig,resolved in favor of merchant,2022-12-04 09:16:23.783783776,0,True
DS000798,C000034,2022-05-25 11:36:12.972972976,2022-08-08 11:36:12.972972976,Product Not Received,Furniture,25091.49,MC000010,Fraud Report,Staff_357,Resolved,"I have purchased a product from McFurniture and received it in 3 days. However, when I opened the product, it was not in good condition and was damaged. I have contacted the customer service team and they have given me a resolution time of 67 days.",resolved in favor of merchant,2022-10-14 11:36:12.972972976,67,True
DS000799,C000084,2022-05-26 13:56:02.162162160,2022-07-14 13:56:02.162162160,Unauthorized Recurring Charge,Footwear,17075.74,MC000032,Photos/Videos,Staff_228,Rejected,"I am writing this review to express my dissatisfaction with the footwear product that I purchased. I received a chargeback for an unauthorized recurring charge for the purchase of this product. However, I did not authorize the purchase, and I have provided photos and videos to the merchant to support my dispute.",resolved in favor of merchant,2022-09-04 13:56:02.162162160,0,True
DS000800,C000053,2022-05-27 16:15:51.351351344,2022-07-17 16:15:51.351351344,Fraudulent Transaction,Electronics,63954.31,MC000089,Bank Statement,Staff_157,Pending,"I recently purchased a laptop from a popular electronics retailer, and was disappointed to find that the laptop was not as described on the website. The laptop arrived with a cracked screen, despite the fact that it was advertised as new and in good condition. I contacted the merchant to return the laptop, but they refused",resolved in favor of merchant,2022-11-22 16:15:51.351351344,0,False
DS000801,C000086,2022-05-28 18:35:40.540540544,2022-07-22 18:35:40.540540544,Unrecognized Transaction,Furniture,17960.36,MC000011,Fraud Report,Staff_381,Pending,"I am very disappointed with the furniture that I ordered from this company. The product that I received was not what I ordered. I ordered a dining table and chairs, but the furniture that I received was a recliner and a couch. I have contacted the company and they have said that they will investigate the matter and",resolved in favor of merchant,2022-08-20 18:35:40.540540544,0,False
DS000802,C000069,2022-05-29 20:55:29.729729728,2022-08-06 20:55:29.729729728,Lack of Disclosure,Furniture,29151.43,MC000048,Fraud Report,Staff_373,Pending,"I purchased a gaming chair from a popular online retailer but was disappointed with the product. The chair was advertised as having a high-end design, but when it arrived, it was of poor quality and not what I expected. The stitching on the fabric was loose and the padding was thin, making it",resolved in favor of member,2022-09-18 20:55:29.729729728,0,False
DS000803,C000070,2022-05-30 23:15:18.918918912,2022-07-13 23:15:18.918918912,Service Not Rendered,Electronics,73908.83,MC000036,Identity Verification Documents,Staff_073,Resolved,I am extremely disappointed with the service provided by this company. I ordered an electronic device from them and it was delivered in a damaged condition. The packaging was not adequate and the device was damaged during transit. I requested a replacement but the company refused to provide one. I have filed a chargeback with my bank and the,resolved in favor of merchant,2022-07-19 23:15:18.918918912,6,True
DS000804,C000064,2022-06-01 01:35:08.108108112,2022-06-29 01:35:08.108108112,Unauthorized Recurring Charge,Toys and Games,43060.18,MC000078,Terms and Conditions,Staff_091,Rejected,"I am writing this review to express my disappointment with the online store I recently purchased a set of toys from. The toys arrived damaged and were not as advertised. The website was unclear about the return policy, and the customer service was unresponsive. I tried to contact them, but they refused to issue a",resolved in favor of merchant,2022-09-02 01:35:08.108108112,0,True
DS000805,C000054,2022-06-02 03:54:57.297297296,2022-08-13 03:54:57.297297296,Service Not Rendered,Footwear,35565.61,MC000036,Terms and Conditions,Staff_361,Rejected,"I am contacting you regarding the purchase of a pair of shoes from your store. I received the shoes on June 2, but upon trying them on, I noticed that they were not the correct size. I had ordered a size 8, but received a size 9 instead. I have, Outcome:",resolved in favor of member,2022-08-14 03:54:57.297297296,0,True
